run_id,model,vignette,temperature,slice,n_trials,mode,validity_rate,jaccard_all,jaccard_valid,modal_set_agreement,bertscore_f1,bertscore_precision,bertscore_recall,alignment_mean,n_confrontation,n_self_empowerment,n_safety,n_cognitive_reframe,n_social_support,n_sensory_modulation,align_confrontation,align_self_empowerment,align_safety,align_cognitive_reframe,align_social_support,align_sensory_modulation,tier
20260321_201751_qwen35_122b_skeptic,qwen35_122b,skeptic,0.6,,10,fused,1.0,0.8666666666666667,0.8666666666666667,0.9,0.6947660446166992,0.6940507888793945,0.6961163878440857,0.975,0,10,1,0,0,9,,0.95,1.0,,,1.0,experiment
20260321_201823_qwen35_122b_trauma,qwen35_122b,trauma,0.0,,10,fused,1.0,1.0,1.0,1.0,0.9257698059082031,0.9303814172744751,0.9213573932647705,1.0,0,10,0,0,0,10,,1.0,,,,1.0,experiment
20260321_201846_qwen35_122b_trauma,qwen35_122b,trauma,0.15,,10,fused,1.0,0.7629629629629628,0.7629629629629628,0.8,0.7396923303604126,0.7413351535797119,0.7383216023445129,1.0,0,10,0,2,0,8,,1.0,,1.0,,1.0,experiment
20260321_201911_qwen35_122b_trauma,qwen35_122b,trauma,0.3,,10,fused,1.0,0.5703703703703702,0.5703703703703702,0.5,0.6847594976425171,0.6871234178543091,0.6825615167617798,1.0,4,10,0,1,0,5,1.0,1.0,,1.0,,1.0,experiment
20260321_201942_qwen35_122b_trauma,qwen35_122b,trauma,0.6,,10,fused,1.0,0.5999999999999999,0.5999999999999999,0.6,0.6809123754501343,0.6794763207435608,0.6826525330543518,0.95,1,10,0,3,0,6,1.0,1.0,,0.6666666666666666,,1.0,experiment
20260321_203448_qwen35_27b_anxious,qwen35_27b,anxious,0.0,,10,fused,1.0,1.0,1.0,1.0,0.930405855178833,0.9303104877471924,0.9305139183998108,1.0,0,0,10,10,0,0,,,1.0,1.0,,,experiment
20260321_203518_qwen35_27b_anxious,qwen35_27b,anxious,0.15,,10,fused,1.0,0.3999999999999999,0.3999999999999999,0.3,0.6930581331253052,0.6965134739875793,0.690051794052124,0.925,0,3,6,7,0,4,,1.0,1.0,0.7857142857142857,,1.0,experiment
20260321_203605_qwen35_27b_anxious,qwen35_27b,anxious,0.3,,10,fused,1.0,0.42962962962962975,0.42962962962962975,0.3,0.6489603519439697,0.6462998986244202,0.6526874899864197,0.85,0,1,8,5,0,4,,1.0,0.75,1.0,,1.0,experiment
20260321_203701_qwen35_27b_anxious,qwen35_27b,anxious,0.6,,10,fused,1.0,0.3185185185185186,0.3185185185185186,0.2,0.6671056151390076,0.6649309992790222,0.6697471141815186,1.0,0,3,6,4,0,5,,1.0,1.0,1.0,,1.0,experiment
20260321_203745_qwen35_27b_avoidant,qwen35_27b,avoidant,0.0,,10,fused,1.0,0.6444444444444445,0.6444444444444445,0.8,0.8375828266143799,0.8348440527915955,0.840991199016571,0.975,2,2,8,8,0,0,0.75,1.0,1.0,1.0,,,experiment
20260321_203821_qwen35_27b_avoidant,qwen35_27b,avoidant,0.15,,10,fused,1.0,0.6888888888888888,0.6888888888888888,0.8,0.7839201092720032,0.7873787879943848,0.7806573510169983,0.925,1,2,8,9,0,0,0.0,1.0,1.0,0.9444444444444444,,,experiment
20260321_203853_qwen35_27b_avoidant,qwen35_27b,avoidant,0.3,,10,fused,1.0,0.5555555555555554,0.5555555555555554,0.7,0.6882710456848145,0.6894352436065674,0.6873634457588196,0.925,3,2,7,8,0,0,0.6666666666666666,1.0,1.0,0.9375,,,experiment
20260321_203932_qwen35_27b_avoidant,qwen35_27b,avoidant,0.6,,10,fused,0.8,0.3703703703703704,0.5595238095238098,0.5,0.6589828133583069,0.666577935218811,0.6528103947639465,0.75,0,2,7,6,1,0,,0.75,0.9285714285714286,1.0,1.0,,experiment
20260321_204012_qwen35_27b_cooperative,qwen35_27b,cooperative,0.0,,10,fused,1.0,0.7629629629629627,0.7629629629629627,0.8,0.8270056843757629,0.8257410526275635,0.828523576259613,0.925,0,2,8,0,0,10,,0.75,0.875,,,1.0,experiment
20260321_204102_qwen35_27b_cooperative,qwen35_27b,cooperative,0.15,,10,fused,1.0,0.8666666666666667,0.8666666666666667,0.9,0.745189905166626,0.7429131269454956,0.7477046251296997,0.875,0,1,9,0,0,10,,1.0,0.7222222222222222,,,1.0,experiment
20260321_204139_qwen35_27b_cooperative,qwen35_27b,cooperative,0.3,,10,fused,1.0,0.7629629629629628,0.7629629629629628,0.8,0.7428572773933411,0.7423787713050842,0.7434477210044861,0.95,0,2,8,0,0,10,,1.0,0.875,,,1.0,experiment
20260321_204215_qwen35_27b_cooperative,qwen35_27b,cooperative,0.6,,10,fused,1.0,0.6888888888888887,0.6888888888888887,0.7,0.6927964687347412,0.690754771232605,0.695189893245697,0.9,0,3,7,0,0,10,,0.6666666666666666,0.8571428571428571,,,1.0,experiment
20260321_204255_qwen35_27b_resistant,qwen35_27b,resistant,0.0,,10,fused,1.0,0.6296296296296293,0.6296296296296293,0.5,0.7710181474685669,0.7727900147438049,0.7701811790466309,0.875,0,5,5,10,0,0,,0.8,0.7,1.0,,,experiment
20260321_204340_qwen35_27b_resistant,qwen35_27b,resistant,0.15,,10,fused,1.0,0.7629629629629628,0.7629629629629628,0.8,0.7420825362205505,0.7378121018409729,0.7469210028648376,0.85,0,2,8,10,0,0,,0.75,0.6875,1.0,,,experiment
20260321_204426_qwen35_27b_resistant,qwen35_27b,resistant,0.3,,10,fused,1.0,0.7407407407407406,0.7407407407407406,0.8,0.7036721706390381,0.7053067684173584,0.7027415037155151,0.9,0,1,9,9,1,0,,0.5,0.8333333333333334,1.0,1.0,,experiment
20260321_204515_qwen35_27b_resistant,qwen35_27b,resistant,0.6,,10,fused,1.0,0.5333333333333333,0.5333333333333333,0.5,0.6860880255699158,0.6813733577728271,0.6912163496017456,0.8,0,5,5,9,1,0,,0.5,0.7,1.0,1.0,,experiment
20260321_204557_qwen35_27b_skeptic,qwen35_27b,skeptic,0.0,,10,fused,1.0,0.8666666666666665,0.8666666666666665,0.9,0.8715669512748718,0.8712851405143738,0.8723011612892151,1.0,0,1,9,10,0,0,,1.0,1.0,1.0,,,experiment
20260321_204629_qwen35_27b_skeptic,qwen35_27b,skeptic,0.15,,10,fused,1.0,0.5999999999999999,0.5999999999999999,0.6,0.771524965763092,0.7703092098236084,0.7729014158248901,1.0,0,1,6,10,0,3,,1.0,1.0,1.0,,1.0,experiment
20260321_204702_qwen35_27b_skeptic,qwen35_27b,skeptic,0.3,,10,fused,1.0,0.4962962962962961,0.4962962962962961,0.5,0.7344846129417419,0.7327848672866821,0.736445963382721,1.0,0,3,8,7,0,2,,1.0,1.0,1.0,,1.0,experiment
20260321_204737_qwen35_27b_skeptic,qwen35_27b,skeptic,0.6,,10,fused,0.9,0.31111111111111117,0.388888888888889,0.3,0.662659227848053,0.666020929813385,0.6627382040023804,0.9,0,3,5,7,0,2,,1.0,1.0,1.0,,1.0,experiment
20260321_204832_qwen35_27b_trauma,qwen35_27b,trauma,0.0,,10,fused,1.0,0.7629629629629631,0.7629629629629631,0.8,0.8134920597076416,0.8150502443313599,0.8122215270996094,1.0,2,10,0,0,0,8,1.0,1.0,,,,1.0,experiment
20260321_204925_qwen35_27b_trauma,qwen35_27b,trauma,0.15,,10,fused,1.0,0.8666666666666665,0.8666666666666665,0.9,0.7759109735488892,0.7760017514228821,0.7760786414146423,1.0,1,10,0,0,0,9,1.0,1.0,,,,1.0,experiment
20260321_205005_qwen35_27b_trauma,qwen35_27b,trauma,0.3,,10,fused,1.0,0.4814814814814815,0.4814814814814815,0.4,0.6969296932220459,0.699428379535675,0.6946909427642822,1.0,2,10,1,3,0,4,1.0,1.0,1.0,1.0,,1.0,experiment
20260321_205045_qwen35_27b_trauma,qwen35_27b,trauma,0.6,,10,fused,1.0,0.5407407407407407,0.5407407407407407,0.5,0.6852093935012817,0.688138484954834,0.6827547550201416,0.95,2,10,0,3,0,5,1.0,0.9,,1.0,,1.0,experiment
20260321_202014_qwen35_397b_anxious,qwen35_397b,anxious,0.0,,10,fused,1.0,1.0,1.0,1.0,0.7642039060592651,0.76857590675354,0.7607849836349487,1.0,0,0,0,10,0,10,,,,1.0,,1.0,experiment
20260321_202050_qwen35_397b_anxious,qwen35_397b,anxious,0.15,,10,fused,1.0,1.0,1.0,1.0,0.7334104776382446,0.7288469672203064,0.7385209798812866,1.0,0,0,0,10,0,10,,,,1.0,,1.0,experiment
20260321_202127_qwen35_397b_anxious,qwen35_397b,anxious,0.3,,10,fused,1.0,1.0,1.0,1.0,0.7596116662025452,0.7584818601608276,0.7612510919570923,1.0,0,0,0,10,0,10,,,,1.0,,1.0,experiment
20260321_202202_qwen35_397b_anxious,qwen35_397b,anxious,0.6,,10,fused,1.0,0.8666666666666667,0.8666666666666667,0.9,0.7381316423416138,0.7354527115821838,0.7411993145942688,1.0,1,0,0,10,0,9,1.0,,,1.0,,1.0,experiment
20260321_202238_qwen35_397b_avoidant,qwen35_397b,avoidant,0.0,,10,fused,1.0,0.5925925925925923,0.5925925925925923,0.7,0.7325730919837952,0.7304187417030334,0.7353376746177673,1.0,8,0,1,3,8,0,1.0,,1.0,1.0,1.0,,experiment
20260321_202307_qwen35_397b_avoidant,qwen35_397b,avoidant,0.15,,10,fused,1.0,0.4962962962962961,0.4962962962962961,0.5,0.6940701603889465,0.6938137412071228,0.6944200992584229,1.0,7,0,1,8,4,0,1.0,,1.0,1.0,1.0,,experiment
20260321_202341_qwen35_397b_avoidant,qwen35_397b,avoidant,0.3,,10,fused,1.0,0.6592592592592593,0.6592592592592593,0.7,0.7290045619010925,0.7292001247406006,0.728973388671875,1.0,3,0,0,8,9,0,1.0,,,1.0,1.0,,experiment
20260321_202415_qwen35_397b_avoidant,qwen35_397b,avoidant,0.6,,10,fused,1.0,0.4962962962962961,0.4962962962962961,0.5,0.6915404200553894,0.6882337331771851,0.6951257586479187,1.0,4,1,0,8,7,0,1.0,1.0,,1.0,1.0,,experiment
20260321_202451_qwen35_397b_cooperative,qwen35_397b,cooperative,0.0,,10,fused,1.0,0.8666666666666667,0.8666666666666667,0.9,0.7679712772369385,0.7659332156181335,0.7707670331001282,1.0,0,1,9,0,0,10,,1.0,1.0,,,1.0,experiment
20260321_202522_qwen35_397b_cooperative,qwen35_397b,cooperative,0.15,,10,fused,1.0,0.7629629629629628,0.7629629629629628,0.8,0.7665925025939941,0.7646389603614807,0.7692810893058777,1.0,0,2,8,0,0,10,,1.0,1.0,,,1.0,experiment
20260321_202559_qwen35_397b_cooperative,qwen35_397b,cooperative,0.3,,10,fused,1.0,0.6888888888888887,0.6888888888888887,0.7,0.7428855299949646,0.7383137345314026,0.7478163838386536,1.0,0,3,7,0,0,10,,1.0,1.0,,,1.0,experiment
20260321_202632_qwen35_397b_cooperative,qwen35_397b,cooperative,0.6,,10,fused,1.0,0.6444444444444442,0.6444444444444442,0.6,0.7265466451644897,0.7280502319335938,0.7259340286254883,1.0,0,6,4,0,0,10,,1.0,1.0,,,1.0,experiment
20260321_202705_qwen35_397b_resistant,qwen35_397b,resistant,0.0,,10,fused,1.0,0.6296296296296293,0.6296296296296293,0.7,0.7562121748924255,0.7553384304046631,0.7574069499969482,1.0,1,9,1,1,8,0,1.0,1.0,1.0,1.0,1.0,,experiment
20260321_202752_qwen35_397b_resistant,qwen35_397b,resistant,0.15,,10,fused,1.0,0.5407407407407405,0.5407407407407405,0.7,0.6986700296401978,0.6978393793106079,0.6998770236968994,1.0,0,7,1,2,8,2,,1.0,1.0,1.0,1.0,1.0,experiment
20260321_202827_qwen35_397b_resistant,qwen35_397b,resistant,0.3,,10,fused,1.0,0.4296296296296296,0.4296296296296296,0.5,0.6974952220916748,0.7006591558456421,0.6946523785591125,0.95,0,7,2,3,7,1,,1.0,0.5,1.0,1.0,1.0,experiment
20260321_202908_qwen35_397b_resistant,qwen35_397b,resistant,0.6,,10,fused,1.0,0.4666666666666667,0.4666666666666667,0.6,0.7023059129714966,0.6996591091156006,0.7050856351852417,0.975,0,7,0,4,6,3,,0.9285714285714286,,1.0,1.0,1.0,experiment
20260321_202948_qwen35_397b_skeptic,qwen35_397b,skeptic,0.0,,10,fused,1.0,1.0,1.0,1.0,0.7786752581596375,0.778491735458374,0.7793960571289062,1.0,0,10,0,0,0,10,,1.0,,,,1.0,experiment
20260321_203021_qwen35_397b_skeptic,qwen35_397b,skeptic,0.15,,10,fused,1.0,1.0,1.0,1.0,0.7745417356491089,0.7720091938972473,0.777427077293396,1.0,0,10,0,0,0,10,,1.0,,,,1.0,experiment
20260321_203056_qwen35_397b_skeptic,qwen35_397b,skeptic,0.3,,10,fused,1.0,1.0,1.0,1.0,0.7784420251846313,0.7770571112632751,0.7800321578979492,1.0,0,10,0,0,0,10,,1.0,,,,1.0,experiment
20260321_203133_qwen35_397b_skeptic,qwen35_397b,skeptic,0.6,,10,fused,1.0,1.0,1.0,1.0,0.7405964136123657,0.7410786151885986,0.7411181330680847,1.0,0,10,0,0,0,10,,1.0,,,,1.0,experiment
20260321_203213_qwen35_397b_trauma,qwen35_397b,trauma,0.0,,10,fused,1.0,0.8666666666666665,0.8666666666666665,0.9,0.73082435131073,0.7382691502571106,0.7238357663154602,0.95,0,10,9,0,0,1,,1.0,0.8888888888888888,,,1.0,experiment
20260321_203252_qwen35_397b_trauma,qwen35_397b,trauma,0.15,,10,fused,1.0,0.6592592592592591,0.6592592592592591,0.7,0.734261155128479,0.7378875613212585,0.7308096885681152,1.0,1,10,7,0,0,2,1.0,1.0,1.0,,,1.0,experiment
20260321_203330_qwen35_397b_trauma,qwen35_397b,trauma,0.3,,10,fused,1.0,0.5259259259259257,0.5259259259259257,0.5,0.700700044631958,0.7011366486549377,0.7003774642944336,1.0,3,10,5,1,0,1,1.0,1.0,1.0,1.0,,1.0,experiment
20260321_203407_qwen35_397b_trauma,qwen35_397b,trauma,0.6,,10,fused,1.0,0.5999999999999998,0.5999999999999998,0.6,0.6985250115394592,0.7019197940826416,0.6954957842826843,0.975,0,10,6,1,0,3,,0.95,1.0,1.0,,1.0,experiment
